Actor/Actress	Movie	Year
STEPHENS, HEATHER (I)	LOST HIGHWAY	1997
STOLE, MINK	LOST HIGHWAY	1997
TERMO, LEONARD	LOST HIGHWAY	1997
TRAVIS, GREG (I)	LOST HIGHWAY	1997
WILES, MICHAEL SHAMUS	LOST HIGHWAY	1997
ABBOTT, ANNIE (I)	FAT ALBERT	2004
BILLINGS, EARL	FAT ALBERT	2004
CHALAYA, VICTORIA	FAT ALBERT	2004
CHINN, JEANNE (I)	FAT ALBERT	2004
COSBY, BILL	FAT ALBERT	2004
DISKIN, BEN	FAT ALBERT	2004
GARLIN, JEFF	FAT ALBERT	2004
HOUSTON, MARQUES	FAT ALBERT	2004
KOONS, JOE	FAT ALBERT	2004
MCAULEY, ALPHONSO	FAT ALBERT	2004
OVERTON, RICK (I)	FAT ALBERT	2004
PRATT, KERI LYNN	FAT ALBERT	2004
PRATT, KYLA (II)	FAT ALBERT	2004
RAMIREZ, DANIA	FAT ALBERT	2004
ROBINSON, KEITH (III)	FAT ALBERT	2004
THOMPSON, KENAN	FAT ALBERT	2004
WILLIAMS, JERMAINE (I)	FAT ALBERT	2004
ZANO, NICK	FAT ALBERT	2004
BURKE, ROBERT JOHN	FLIRT	1995
DONOVAN, MARTIN (II)	FLIRT	1995
EWELL, DWIGHT	FLIRT	1995
GIMPEL, ERICA	FLIRT	1995
IMPERIOLI, MICHAEL	FLIRT	1995
LˆWENSOHN, ELINA	FLIRT	1995
MATSUSHIGE, YUTAKA	FLIRT	1995
MCCALLANY, HOLT	FLIRT	1995
PAI, LIANNA	FLIRT	1995
PERRINEAU, HAROLD	FLIRT	1995
POSEY, PARKER	FLIRT	1995
SAGE, BILL (I)	FLIRT	1995
SCANLON, PATRICIA (I)	FLIRT	1995
SCHULZE, PAUL (I)	FLIRT	1995
SILLAS, KAREN	FLIRT	1995
Z˙ÒIGA, JOSÈ (I)	FLIRT	1995
ALEONG, AKI	THE CABLE GUY	1996
BAKER, DIANE (I)	THE CABLE GUY	1996
BLACK, JACK (I)	THE CABLE GUY	1996
BOWE, DAVID	THE CABLE GUY	1996
BRODERICK, MATTHEW (I)	THE CABLE GUY	1996
CARREY, JIM	THE CABLE GUY	1996
CHESHIER, LYDELL M.	THE CABLE GUY	1996
CLINTON, BILL (I)	THE CABLE GUY	1996
CROSS, DAVID (II)	THE CABLE GUY	1996
DICK, ANDY (I)	THE CABLE GUY	1996
GAROFALO, JANEANE	THE CABLE GUY	1996
GASS, KYLE	THE CABLE GUY	1996
GIBBS, KEITH (I)	THE CABLE GUY	1996
GRIFFIN, KATHY (I)	THE CABLE GUY	1996
GURWITCH, ANNABELLE	THE CABLE GUY	1996
HARDY, DONNA	THE CABLE GUY	1996
HINKLEY, TOMMY	THE CABLE GUY	1996
HOWARD, SHAWN MICHAEL	THE CABLE GUY	1996
JANIS, CONRAD	THE CABLE GUY	1996
KAHN, JEFF (I)	THE CABLE GUY	1996
LINZ, ALEX D.	THE CABLE GUY	1996
MANN, LESLIE (I)	THE CABLE GUY	1996
MCCULLOUGH, SULI	THE CABLE GUY	1996
MICHAEL, CHRISTOPHER (I)	THE CABLE GUY	1996
MICHALSKI, JEFF (I)	THE CABLE GUY	1996
MURRAY, JOEL (I)	THE CABLE GUY	1996
NAPIER, CHARLES	THE CABLE GUY	1996
O'DONOHUE, JOHN F.	THE CABLE GUY	1996
O'REILLY, HARRY	THE CABLE GUY	1996
ODENKIRK, BOB	THE CABLE GUY	1996
RIVERA, EMILIO (I)	THE CABLE GUY	1996
RIVKIN, MICHAEL	THE CABLE GUY	1996
ROBERTS, ERIC (I)	THE CABLE GUY	1996
ROISMAN, HARPER	THE CABLE GUY	1996
SEGAL, GEORGE (I)	THE CABLE GUY	1996
SHAIFER, ANDREW (I)	THE CABLE GUY	1996
STILLER, AMY	THE CABLE GUY	1996
STILLER, BEN	THE CABLE GUY	1996
THIGPEN, SANDRA	THE CABLE GUY	1996
THOMPSON, MARK (VI)	THE CABLE GUY	1996
TURNER, LEONARD O.	THE CABLE GUY	1996
WALSH, WENDY L.	THE CABLE GUY	1996
WHALEN, SEAN (I)	THE CABLE GUY	1996
WILSON, OWEN (I)	THE CABLE GUY	1996
ZAJONC, ROBERT 'BOBBY Z'	THE CABLE GUY	1996
AXELROD, JACK	THE LONE RANGER	2013
BAILEY, BETH (I)	THE LONE RANGER	2013
BAKER, ROBERT (II)	THE LONE RANGER	2013
BIRMINGHAM, GIL	THE LONE RANGER	2013
BONHAM CARTER, HELENA	THE LONE RANGER	2013
BOWMAN, MARGARET	THE LONE RANGER	2013
BROWN, W. EARL	THE LONE RANGER	2013
BRUMMETT, CHAD (I)	THE LONE RANGER	2013
CHAMBERLAIN, CABRAN E.	THE LONE RANGER	2013
COSIO, JOAQUÌN	THE LONE RANGER	2013
DALE, JAMES BADGE	THE LONE RANGER	2013
DEPP, JOHNNY	THE LONE RANGER	2013
FICHTNER, WILLIAM	THE LONE RANGER	2013
FLETCHER, TAIT	THE LONE RANGER	2013
FLICK, SCOTT	THE LONE RANGER	2013
FRAIN, JAMES (I)	THE LONE RANGER	2013
GRANT, SAGINAW	THE LONE RANGER	2013
GREENQUIST, BRAD	THE LONE RANGER	2013
HAMMER, ARMIE	THE LONE RANGER	2013
HERRIMAN, DAMON	THE LONE RANGER	2013
HOWARD, RANCE	THE LONE RANGER	2013
KENYON, DAVID DUSTIN	THE LONE RANGER	2013
LASALLE, TOM	THE LONE RANGER	2013
MCGEE, ROBIN (I)	THE LONE RANGER	2013
MIDTHUNDER, DAVID	THE LONE RANGER	2013
MOON, ROBB	THE LONE RANGER	2013
MORROW, ALEXANDRIA	THE LONE RANGER	2013
MURPHY, TIMOTHY V.	THE LONE RANGER	2013
O'LEARY, MATT	THE LONE RANGER	2013
OGLESBY, RANDY	THE LONE RANGER	2013
PAGE, MATTHEW (I)	THE LONE RANGER	2013
PARKER, TINA	THE LONE RANGER	2013
PEPPER, BARRY	THE LONE RANGER	2013
POWELL, MICHAEL NEAL	THE LONE RANGER	2013
POWERS, JAIME	THE LONE RANGER	2013
RIPPY, LEON	THE LONE RANGER	2013
ROOT, STEPHEN (I)	THE LONE RANGER	2013
RUMNOCK, BOB	THE LONE RANGER	2013
SHEN, FREDA FOH	THE LONE RANGER	2013
TEMPLE, LEW	THE LONE RANGER	2013
THINGVALL, JOEL	THE LONE RANGER	2013
WIGGINS, KEVIN	THE LONE RANGER	2013
WILKINSON, TOM (I)	THE LONE RANGER	2013
BUTLER, LUCY (I)	MATINEE	1993
CLENNON, DAVID	MATINEE	1993
DUMOUCHEL, STEVE	MATINEE	1993
FATONE, JOEY	MATINEE	1993
GOODMAN, JOHN (I)	MATINEE	1993
HAHN, ARCHIE	MATINEE	1993
JAKUB, LISA	MATINEE	1993
JENNEY, LUCINDA	MATINEE	1993
KENNEDY, JOHN F.	MATINEE	1993
MACAULAY, MARC	MATINEE	1993
MCCARTHY, KEVIN (I)	MATINEE	1993
MCCRACKEN, MARK (I)	MATINEE	1993
MILLER, DICK (I)	MATINEE	1993
MORIARTY, CATHY	MATINEE	1993
NEAL, DENNIS (I)	MATINEE	1993
PICARDO, ROBERT	MATINEE	1993
RICE, BRETT	MATINEE	1993
SAYLES, JOHN (I)	MATINEE	1993
SCHALLERT, WILLIAM	MATINEE	1993
VILLEMAIRE, JAMES	MATINEE	1993
WATTS, NAOMI	MATINEE	1993
WITKIN, JACOB (I)	MATINEE	1993
ZURK, STEVE	MATINEE	1993
ADKINS, SETH (I)	AS COOL AS I AM	2013
ADRIAN, EVAN	AS COOL AS I AM	2013
BAILEY, BETH (I)	AS COOL AS I AM	2013
BERRY, JOSH (I)	AS COOL AS I AM	2013
BOLGER, SARAH (I)	AS COOL AS I AM	2013
BOREK, TINA	AS COOL AS I AM	2013
COIRO, RHYS	AS COOL AS I AM	2013
DANES, CLAIRE	AS COOL AS I AM	2013
FONDA, PETER (I)	AS COOL AS I AM	2013
MARSDEN, JAMES (I)	AS COOL AS I AM	2013
ROSE, ANIKA NONI	AS COOL AS I AM	2013
SISTO, JEREMY	AS COOL AS I AM	2013
TENNEY, JON	AS COOL AS I AM	2013
WALTERS, TERRY (I)	AS COOL AS I AM	2013
ADAMS, STEVE (I)	STARDOM	2000
ALTMAN, ALLEN	STARDOM	2000
AYKROYD, DAN	STARDOM	2000
BERLÈAND, FRANÁOIS	STARDOM	2000
BISPING, ALEXANDER	STARDOM	2000
BURTON, NOEL	STARDOM	2000
CALABRETTA, TONY	STARDOM	2000
DAVID, ELLEN (I)	STARDOM	2000
DAY, LARRY (I)	STARDOM	2000
EAGLE, FLINT	STARDOM	2000
FAWCETT, ALAN (I)	STARDOM	2000
FERRI, CLAUDIA (I)	STARDOM	2000
FINLAY, IAN (I)	STARDOM	2000
FORD, DAWN (I)	STARDOM	2000
GIBSON, THOMAS (I)	STARDOM	2000
GLOVER, SUSAN	STARDOM	2000
GOULEM, ALAIN	STARDOM	2000
GRENON, MACHA	STARDOM	2000
HEITMEYER, JAYNE	STARDOM	2000
HOLLAND, MATT (I)	STARDOM	2000
JORDAN, DON (I)	STARDOM	2000
JUTRAS, RICHARD (I)	STARDOM	2000
LANGELLA, FRANK	STARDOM	2000
LAWRENCE, CARY	STARDOM	2000
LEFEVRE, RACHELLE	STARDOM	2000
LEGROS, ALAN	STARDOM	2000
MACRAE, LIZ	STARDOM	2000
MASTEN, GORDON	STARDOM	2000
MOORE, LISA BRONWYN	STARDOM	2000
MOREHOUSE, JENNIFER	STARDOM	2000
NERMAN, DAVID	STARDOM	2000
PARKER, LENI	STARDOM	2000
PARÈ, JESSICA (I)	STARDOM	2000
PEACOCK, SIMON (I)	STARDOM	2000
PISSORS, WOLFGANG	STARDOM	2000
POWELL, CHARLES EDWIN	STARDOM	2000
ROSENSTEIN, HOWARD (II)	STARDOM	2000
RUTHERFORD, CAMILLA	STARDOM	2000
SALVANO, GINO	STARDOM	2000
SMITH, IVAN (I)	STARDOM	2000
SNOW, VICTORIA (I)	STARDOM	2000
STANDJOFSKI, HARRY	STARDOM	2000
STONE, SAM (I)	STARDOM	2000
SWEENEY, MICHELLE	STARDOM	2000
THERIAULT, JANINE	STARDOM	2000
VANDECRUYS, AL	STARDOM	2000
WALSH, AMANDA (II)	STARDOM	2000
APREA, JOHN	THE GAME	1997
BARCLAY, CAROLINE (I)	THE GAME	1997
BECKER, GERRY	THE GAME	1997
BOONE JUNIOR, MARK	THE GAME	1997
CASSINI, JOHN	THE GAME	1997
DENNEHY, ELIZABETH	THE GAME	1997
DINI, BOB	THE GAME	1997
DOUGLAS, MICHAEL (I)	THE GAME	1997
FIELDS, CHRISTOPHER JOHN	THE GAME	1997
FLANAGAN, TOMMY (I)	THE GAME	1997
JONZE, SPIKE	THE GAME	1997
MAGUIRE, GEORGE (I)	THE GAME	1997
MARTINET, CHARLES	THE GAME	1997
MASSEE, MICHAEL	THE GAME	1997
MONROE, JARION	THE GAME	1997
MUELLER-STAHL, ARMIN	THE GAME	1997
OKUMOTO, YUJI	THE GAME	1997
PENA, J. ANTHONY	THE GAME	1997
PENN, SEAN (I)	THE GAME	1997
REBHORN, JAMES	THE GAME	1997
STEPHENSON, BOB (II)	THE GAME	1997
TALMADGE, VICTOR	THE GAME	1997
UNGER, DEBORAH KARA	THE GAME	1997
YOUNG, HARRISON (I)	THE GAME	1997
ALAZRAQUI, CARLOS	RENO 911!: MIAMI	2007
BIRDSONG, MARY	RENO 911!: MIAMI	2007
BLACK, MICHAEL IAN	RENO 911!: MIAMI	2007
CASTRO, MARY	RENO 911!: MIAMI	2007
COHEN, DAVID (XXI)	RENO 911!: MIAMI	2007
DALI, TRACY	RENO 911!: MIAMI	2007
DEVEREAUX, RICO	RENO 911!: MIAMI	2007
DEVITO, DANNY	RENO 911!: MIAMI	2007
EDNEY, PAUL	RENO 911!: MIAMI	2007
FINNEY, BRIAN T.	RENO 911!: MIAMI	2007
FIORE, KATHRYN	RENO 911!: MIAMI	2007
GRACE, PAUL (V)	RENO 911!: MIAMI	2007
HUSS, TOBY (I)	RENO 911!: MIAMI	2007
JOHNSON, DWAYNE (I)	RENO 911!: MIAMI	2007
KASPER, KENT	RENO 911!: MIAMI	2007
KENNEY, KERRI (I)	RENO 911!: MIAMI	2007
LENNON, THOMAS (III)	RENO 911!: MIAMI	2007
LITTLE, STEVE (II)	RENO 911!: MIAMI	2007
LO TRUGLIO, JOE	RENO 911!: MIAMI	2007
LOFTIN, LENNIE	RENO 911!: MIAMI	2007
MANOUX, J.P.	RENO 911!: MIAMI	2007
MARINO, KEN	RENO 911!: MIAMI	2007
MCLENDON-COVEY, WENDI	RENO 911!: MIAMI	2007
MOLALE, BRANDON	RENO 911!: MIAMI	2007
NASH, NIECY	RENO 911!: MIAMI	2007
NUÒEZ, OSCAR (I)	RENO 911!: MIAMI	2007
OSWALT, PATTON	RENO 911!: MIAMI	2007
PETRORO, MARISA	RENO 911!: MIAMI	2007
PLOTNICK, JACK	RENO 911!: MIAMI	2007
REUBENS, PAUL	RENO 911!: MIAMI	2007
ROBERTS, IAN (II)	RENO 911!: MIAMI	2007
RUDD, PAUL (I)	RENO 911!: MIAMI	2007
SHIM, CATHY	RENO 911!: MIAMI	2007
SHOWALTER, MICHAEL (I)	RENO 911!: MIAMI	2007
STERLING, MINDY	RENO 911!: MIAMI	2007
SWARDSON, NICK	RENO 911!: MIAMI	2007
VORONINA, IRINA	RENO 911!: MIAMI	2007
WAIN, DAVID	RENO 911!: MIAMI	2007
YARBROUGH, CEDRIC	RENO 911!: MIAMI	2007
BACIC, STEVE	JOHN TUCKER MUST DIE	2006
BADGLEY, PENN	JOHN TUCKER MUST DIE	2006
BALLARD, JEFFREY (I)	JOHN TUCKER MUST DIE	2006
BUSH, SOPHIA	JOHN TUCKER MUST DIE	2006
CECERE, FULVIO	JOHN TUCKER MUST DIE	2006
CIPES, GREG	JOHN TUCKER MUST DIE	2006
CREW, AMANDA	JOHN TUCKER MUST DIE	2006
CUTHBERT, JOHNNY	JOHN TUCKER MUST DIE	2006
DRAKE, PATRICIA	JOHN TUCKER MUST DIE	2006
HAHN, ARCHIE	JOHN TUCKER MUST DIE	2006
HUMPHREYS, ALF (I)	JOHN TUCKER MUST DIE	2006
JEFFREYS, WOODY	JOHN TUCKER MUST DIE	2006
KEBBEL, ARIELLE	JOHN TUCKER MUST DIE	2006
KITSCH, TAYLOR	JOHN TUCKER MUST DIE	2006
MCCARTHY, JENNY (I)	JOHN TUCKER MUST DIE	2006
MCNULTY, KEVIN (I)	JOHN TUCKER MUST DIE	2006
PATZWALD, JULIE	JOHN TUCKER MUST DIE	2006
PAYNE, DAN (I)	JOHN TUCKER MUST DIE	2006
SHEARMAN, ALAN	JOHN TUCKER MUST DIE	2006
SIMMONS, CHELAN	JOHN TUCKER MUST DIE	2006
SNOW, BRITTANY	JOHN TUCKER MUST DIE	2006
TENNANT, EMILY	JOHN TUCKER MUST DIE	2006
WIDDOWS, CONNOR	JOHN TUCKER MUST DIE	2006
WRAY, DEAN	JOHN TUCKER MUST DIE	2006
ALACHIOTIS, NICK	16 BLOCKS	2006
BIZIK, ROBERT (I)	16 BLOCKS	2006
CHAN, KIM (I)	16 BLOCKS	2006
CLOHESSY, ROBERT	16 BLOCKS	2006
COZART, CYLK	16 BLOCKS	2006
DEBONA, JOSEPH	16 BLOCKS	2006
DEF, MOS	16 BLOCKS	2006
FACTORA, MARSHALL	16 BLOCKS	2006
FITZPATRICK, RICHARD (I)	16 BLOCKS	2006
FONG, TIG	16 BLOCKS	2006
FORMOSA, VICTOR	16 BLOCKS	2006
GARROW, PATRICK	16 BLOCKS	2006
IMRIE, KATHY	16 BLOCKS	2006
KAHAN, STEVE	16 BLOCKS	2006
LEE, PAUL J.Q.	16 BLOCKS	2006
LIMA, DANNY (I)	16 BLOCKS	2006
LÛPEZ, CARMEN (I)	16 BLOCKS	2006
MASCIULLI, CLAUDIO	16 BLOCKS	2006
MCCORD, SCOTT	16 BLOCKS	2006
MCKEOWN, DENIS	16 BLOCKS	2006
MCROBBIE, PETER	16 BLOCKS	2006
MORSE, DAVID (I)	16 BLOCKS	2006
MOSES, SAM (I)	16 BLOCKS	2006
NICHOLSEN, J.D.	16 BLOCKS	2006
PLA, CONRAD	16 BLOCKS	2006
ROIZ, SASHA	16 BLOCKS	2006
ROSARIO, JOE (II)	16 BLOCKS	2006
RUSSO, TALIA	16 BLOCKS	2006
SANDER, CASEY	16 BLOCKS	2006
SIRAVO, JOSEPH	16 BLOCKS	2006
SMYJ, BRIAN	16 BLOCKS	2006
SPARROW, DAVID (I)	16 BLOCKS	2006
STERN, JENNA	16 BLOCKS	2006
TUERPE, PAUL	16 BLOCKS	2006
VANCE, SCHUSTER	16 BLOCKS	2006
VELLOZZI, SONNY (I)	16 BLOCKS	2006
WILLIS, BRUCE	16 BLOCKS	2006
WLASCHIHA, TOM	16 BLOCKS	2006
ZAYAS, DAVID	16 BLOCKS	2006
CULKIN, MICHAEL	KRUISTOCHT IN SPIJKERBROEK	2006
F¸RMANN, BENNO	KRUISTOCHT IN SPIJKERBROEK	2006
GREGORY, DEAN (I)	KRUISTOCHT IN SPIJKERBROEK	2006
KIER, UDO	KRUISTOCHT IN SPIJKERBROEK	2006
KNAUP, HERBERT	KRUISTOCHT IN SPIJKERBROEK	2006
LOVIBOND, OPHELIA	KRUISTOCHT IN SPIJKERBROEK	2006
WATSON, EMILY (I)	KRUISTOCHT IN SPIJKERBROEK	2006
BALDWIN, ALEC	THE ADVENTURES OF PLUTO NASH	2002
BARRY, STEVE (II)	THE ADVENTURES OF PLUTO NASH	2002
BISPING, ALEXANDER	THE ADVENTURES OF PLUTO NASH	2002
BOYLE, PETER (I)	THE ADVENTURES OF PLUTO NASH	2002
BRANCATO, LILLO	THE ADVENTURES OF PLUTO NASH	2002
CAMACHO, MARK	THE ADVENTURES OF PLUTO NASH	2002
CLEESE, JOHN	THE ADVENTURES OF PLUTO NASH	2002
CORDAY, BILL	THE ADVENTURES OF PLUTO NASH	2002
DAWSON, ROSARIO	THE ADVENTURES OF PLUTO NASH	2002
DOUGLAS, ILLEANA	THE ADVENTURES OF PLUTO NASH	2002
GRIER, PAM	THE ADVENTURES OF PLUTO NASH	2002
GUZM·N, LUIS (I)	THE ADVENTURES OF PLUTO NASH	2002
HAIG, TERRY	THE ADVENTURES OF PLUTO NASH	2002
HOUDE, SERGE (I)	THE ADVENTURES OF PLUTO NASH	2002
HOZIEL, ERIC	THE ADVENTURES OF PLUTO NASH	2002
JORDAN, DON (I)	THE ADVENTURES OF PLUTO NASH	2002
KERTON, PATRICK	THE ADVENTURES OF PLUTO NASH	2002
LAFORTUNE, ROC	THE ADVENTURES OF PLUTO NASH	2002
MOHR, JAY	THE ADVENTURES OF PLUTO NASH	2002
MURPHY, EDDIE (I)	THE ADVENTURES OF PLUTO NASH	2002
N˙ÒEZ JR., MIGUEL A.	THE ADVENTURES OF PLUTO NASH	2002
PANTOLIANO, JOE	THE ADVENTURES OF PLUTO NASH	2002
QUAID, RANDY	THE ADVENTURES OF PLUTO NASH	2002
REBHORN, JAMES	THE ADVENTURES OF PLUTO NASH	2002
RILEY, STU 'LARGE'	THE ADVENTURES OF PLUTO NASH	2002
RUDDER, MICHAEL (I)	THE ADVENTURES OF PLUTO NASH	2002
SOL, ALEX	THE ADVENTURES OF PLUTO NASH	2002
SPINUZZA, DOUG	THE ADVENTURES OF PLUTO NASH	2002
STARK, JONATHAN (II)	THE ADVENTURES OF PLUTO NASH	2002
TOPOR, JOHN	THE ADVENTURES OF PLUTO NASH	2002
WASILEWSKI, AUDREY	THE ADVENTURES OF PLUTO NASH	2002
WRIGHT, BRIAN D.	THE ADVENTURES OF PLUTO NASH	2002
YOUNG, BURT	THE ADVENTURES OF PLUTO NASH	2002
YUEN, RUSSELL	THE ADVENTURES OF PLUTO NASH	2002
ADAIR-RIOS, MARK	DOCTOR DOLITTLE	1998
APPLEGATE, ROYCE D.	DOCTOR DOLITTLE	1998
BOYLE, PETER (I)	DOCTOR DOLITTLE	1998
BROOKS, ALBERT (I)	DOCTOR DOLITTLE	1998
CALFA, DON	DOCTOR DOLITTLE	1998
CHRISTOPHER, JUNE	DOCTOR DOLITTLE	1998
DAVIS, OSSIE	DOCTOR DOLITTLE	1998
DEGENERES, ELLEN	DOCTOR DOLITTLE	1998
DOUCETTE, JEFF (I)	DOCTOR DOLITTLE	1998
DOYLE-MURRAY, BRIAN	DOCTOR DOLITTLE	1998
EINBINDER, CHAD	DOCTOR DOLITTLE	1998
ELFMAN, JENNA	DOCTOR DOLITTLE	1998
FRIERSON, EDDIE	DOCTOR DOLITTLE	1998
GIAMATTI, PAUL	DOCTOR DOLITTLE	1998
GILBORN, STEVEN	DOCTOR DOLITTLE	1998
GOTTFRIED, GILBERT	DOCTOR DOLITTLE	1998
GRANT, BETH	DOCTOR DOLITTLE	1998
HAHN, ARCHIE	DOCTOR DOLITTLE	1998
KAVNER, JULIE	DOCTOR DOLITTLE	1998
LAFAYETTE, JOHN	DOCTOR DOLITTLE	1998
LEGUIZAMO, JOHN	DOCTOR DOLITTLE	1998
LIPNICKI, JONATHAN	DOCTOR DOLITTLE	1998
LO, MING	DOCTOR DOLITTLE	1998
MACDONALD, NORM (I)	DOCTOR DOLITTLE	1998
MAHAN, KERRIGAN	DOCTOR DOLITTLE	1998
MURPHY, EDDIE (I)	DOCTOR DOLITTLE	1998
PENN, RICHARD (I)	DOCTOR DOLITTLE	1998
PLATT, OLIVER	DOCTOR DOLITTLE	1998
PRATT, KYLA (II)	DOCTOR DOLITTLE	1998
PROCTOR, PHIL	DOCTOR DOLITTLE	1998
REUBENS, PAUL	DOCTOR DOLITTLE	1998
ROCK, CHRIS (I)	DOCTOR DOLITTLE	1998
SANTONI, RENI	DOCTOR DOLITTLE	1998
SCHIFF, RICHARD	DOCTOR DOLITTLE	1998
SHANDLING, GARRY	DOCTOR DOLITTLE	1998
TAMBOR, JEFFREY	DOCTOR DOLITTLE	1998
TOWLES, TOM	DOCTOR DOLITTLE	1998
VINCE, PRUITT TAYLOR	DOCTOR DOLITTLE	1998
WILSON, KRISTEN (I)	DOCTOR DOLITTLE	1998
BILLINGSLEA, BEAU	FINAL VOYAGE	1999
CADE, JOHN	FINAL VOYAGE	1999
CHRISTIAN, CLAUDIA	FINAL VOYAGE	1999
DONAVAN, ROBERT (I)	FINAL VOYAGE	1999
DUCOMMUN, RICK	FINAL VOYAGE	1999
ELENIAK, ERIKA	FINAL VOYAGE	1999
FRITZ, NIKKI	FINAL VOYAGE	1999
FULLER, JONATHAN (I)	FINAL VOYAGE	1999
GABAI, RICHARD	FINAL VOYAGE	1999
ICE-T	FINAL VOYAGE	1999
JULIANO, LENNY	FINAL VOYAGE	1999
KOYAMA, JOHN	FINAL VOYAGE	1999
MACHT, STEPHEN	FINAL VOYAGE	1999
MONROE, BILL LANGLOIS	FINAL VOYAGE	1999
ROGGÈ, RON (I)	FINAL VOYAGE	1999
SCHANZ, HEIDI (I)	FINAL VOYAGE	1999
SCHWARTZ, SCOTT L.	FINAL VOYAGE	1999
SILL, KIM (I)	FINAL VOYAGE	1999
SMITH, MICHAEL BAILEY (I)	FINAL VOYAGE	1999
STEVENS, WARREN A.	FINAL VOYAGE	1999
VAHANIAN, MARC	FINAL VOYAGE	1999
VENNERA, CHICK	FINAL VOYAGE	1999
WALSH, DYLAN (I)	FINAL VOYAGE	1999
BANKS, LENORE	LOLITA	1997
BRADY, DON	LOLITA	1997
CULKIN, MICHAEL	LOLITA	1997
FAHRENHOLTZ, CY	LOLITA	1997
FRANKLYN-ROBBINS, JOHN	LOLITA	1997
GALLIN, TIM	LOLITA	1997
GOODWIN, MICHAEL (I)	LOLITA	1997
GRADY, ED (I)	LOLITA	1997
GRIFFITH, MELANIE	LOLITA	1997
GRIMSHAW, JIM	LOLITA	1997
HATFIELD, MERT	LOLITA	1997
HIRSH, HALLEE	LOLITA	1997
IRONS, JEREMY	LOLITA	1997
LANGELLA, FRANK	LOLITA	1997
PATON, ANGELA	LOLITA	1997
PICKUP, RONALD	LOLITA	1997
REDDIN, KEITH	LOLITA	1997
SHEPHERD, SUZANNE	LOLITA	1997
SWAIN, DOMINIQUE	LOLITA	1997
WATSON, MUSE	LOLITA	1997
ANICHKIN, HARRY	LOCUSTS: THE 8TH PLAGUE	2005
BAHAROV, ZAHARY	LOCUSTS: THE 8TH PLAGUE	2005
BENZ, JULIE	LOCUSTS: THE 8TH PLAGUE	2005
BLATECHKI, ASSEN	LOCUSTS: THE 8TH PLAGUE	2005
CORTESE, DAN	LOCUSTS: THE 8TH PLAGUE	2005
DAUNER, RYAN SPIKE	LOCUSTS: THE 8TH PLAGUE	2005
FAHEY, JEFF	LOCUSTS: THE 8TH PLAGUE	2005
KEITH, DAVID (I)	LOCUSTS: THE 8TH PLAGUE	2005
KOLEV, VLADIMIR (I)	LOCUSTS: THE 8TH PLAGUE	2005
MIHAILOV, VLADO	LOCUSTS: THE 8TH PLAGUE	2005
MITZKOV, HRISTO	LOCUSTS: THE 8TH PLAGUE	2005
PAVLOV, VELISLAV	LOCUSTS: THE 8TH PLAGUE	2005
RANK, JEFF	LOCUSTS: THE 8TH PLAGUE	2005
ROTH, NATASHA (I)	LOCUSTS: THE 8TH PLAGUE	2005
SHOPOV, HRISTO	LOCUSTS: THE 8TH PLAGUE	2005
SREBREV, ATANAS	LOCUSTS: THE 8TH PLAGUE	2005
STANICHEVA, MARIANNE	LOCUSTS: THE 8TH PLAGUE	2005
VERGOV, JULIAN	LOCUSTS: THE 8TH PLAGUE	2005
WOLLER, KIRK B.R.	LOCUSTS: THE 8TH PLAGUE	2005
ALEXI-MALLE, ADAM	ARTIFICIAL INTELLIGENCE: AI	2001
ANGEL, JACK (I)	ARTIFICIAL INTELLIGENCE: AI	2001
BLEVINS, RONNIE GENE	ARTIFICIAL INTELLIGENCE: AI	2001
CAMPBELL, KEITH (I)	ARTIFICIAL INTELLIGENCE: AI	2001
CHASE, DAVEIGH	ARTIFICIAL INTELLIGENCE: AI	2001
COLANTONI, ENRICO	ARTIFICIAL INTELLIGENCE: AI	2001
GLEESON, BRENDAN	ARTIFICIAL INTELLIGENCE: AI	2001
GRACE, APRIL	ARTIFICIAL INTELLIGENCE: AI	2001
GRDEVICH, SABRINA	ARTIFICIAL INTELLIGENCE: AI	2001
GREGG, CLARK	ARTIFICIAL INTELLIGENCE: AI	2001
GRENIER, ADRIAN	ARTIFICIAL INTELLIGENCE: AI	2001
HURT, WILLIAM	ARTIFICIAL INTELLIGENCE: AI	2001
JANSEN, JIM (I)	ARTIFICIAL INTELLIGENCE: AI	2001
JAY, BARON	ARTIFICIAL INTELLIGENCE: AI	2001
KATZ, CLAUDIA (II)	ARTIFICIAL INTELLIGENCE: AI	2001
KINGSLEY, BEN	ARTIFICIAL INTELLIGENCE: AI	2001
KNIGHT, LILY (I)	ARTIFICIAL INTELLIGENCE: AI	2001
LAW, JUDE	ARTIFICIAL INTELLIGENCE: AI	2001
LEUNG, KEN (I)	ARTIFICIAL INTELLIGENCE: AI	2001
LOHMANN, KATIE	ARTIFICIAL INTELLIGENCE: AI	2001
MACHADO, JUSTINA	ARTIFICIAL INTELLIGENCE: AI	2001
MALCOMSON, PAULA	ARTIFICIAL INTELLIGENCE: AI	2001
MALLOY, MATT (I)	ARTIFICIAL INTELLIGENCE: AI	2001
MANTELL, MICHAEL	ARTIFICIAL INTELLIGENCE: AI	2001
MASON, LAURENCE	ARTIFICIAL INTELLIGENCE: AI	2001
MORRIS, KATHRYN (I)	ARTIFICIAL INTELLIGENCE: AI	2001
O'CONNOR, FRANCES (II)	ARTIFICIAL INTELLIGENCE: AI	2001
